Id,SalePrice
1461,131236.58821925084
1462,150817.7264613915
1463,166305.30891243208
1464,181714.17146174697
1465,203327.61153286722
1466,185478.4954456263
1467,174539.57768155402
1468,178380.05318252597
1469,175895.39740074708
1470,120991.2623744818
1471,194391.50454795267
1472,97402.11802293915
1473,96733.60525743745
1474,148129.58097247558
1475,142722.65914292715
1476,414778.44350801135
1477,252868.8369484283
1478,328703.0363111016
1479,290897.59041126847
1480,426593.39336549176
1481,326171.97307568125
1482,215258.8226773895
1483,178415.75989885753
1484,168298.32710888062
1485,167685.22356219517
1486,208328.63771268306
1487,332697.77967195405
1488,258788.85599142354
1489,205089.96946485652
1490,186227.91718874604
1491,191459.32576883642
1492,95260.94058226173
1493,176619.13605108374
1494,307346.4037403521
1495,299074.0373571928
1496,210197.25175075658
1497,159019.2289269516
1498,157656.2804328449
1499,152919.53413223944
1500,172663.82415150775
1501,177548.7485028717
1502,153191.9379422213
1503,264865.6172059837
1504,237660.5038830284
1505,209577.52028901668
1506,173515.95159990632
1507,214830.5966707059
1508,166968.6378934092
1509,164318.73703695202
1510,149674.82983515967
1511,149376.86215136608
1512,157037.98339609124
1513,160615.73248495738
1514,151464.03205185215
1515,163333.5339747447
1516,154169.2861940794
1517,154629.41020620274
1518,130007.91138951284
1519,207551.4588204146
1520,137252.76139416132
1521,140720.03748393062
1522,164655.1369863422
1523,122085.8147990402
1524,123147.94323534609
1525,129638.51411301375
1526,131205.8605445189
1527,118054.53489680415
1528,122902.17464654961
1529,139090.74814625684
1530,169053.60016478496
1531,117791.6782013004
1532,97741.81989978832
1533,145725.14875298672
1534,128535.95471624596
1535,138280.84458555817
1536,125585.5213738874
1537,71327.95108848468
1538,223018.29043728768
1539,226809.377067462
1540,119000.14233055591
1541,133712.4262176893
1542,132305.7019324791
1543,212824.5956362894
1544,71565.19142031786
1545,122698.94279533882
1546,124204.27214556345
1547,128850.24324755142
1548,128393.12238529848
1549,118253.01805859532
1550,143510.52741006328
1551,118589.25635509366
1552,128028.60682850036
1553,135757.04794272638
1554,113416.5471348399
1555,150869.36330933447
1556,87486.88618735476
1557,106076.68729892267
1558,118682.88795179484
1559,79585.15037200146
1560,125884.51289751352
1561,135852.49282732361
1562,135396.92128113276
1563,117178.28629908082
1564,148423.484297013
1565,140038.45619858213
1566,186885.90216595292
1567,70824.48332822189
1568,214549.30877879346
1569,126087.78519884948
1570,156956.89693998385
1571,112416.98822153106
1572,144805.6393896686
1573,203203.20450892672
1574,130512.33993930057
1575,204903.69910017552
1576,185379.92768040486
1577,206004.6973734534
1578,153949.07211798956
1579,137539.6319657534
1580,186120.03193803426
1581,139880.62924559397
1582,126373.87572197824
1583,323499.6595918978
1584,253898.93172448105
1585,136884.96278227502
1586,77119.29453282952
1587,108599.7929672072
1588,147007.7660090685
1589,110999.49681812957
1590,137742.61174312053
1591,119655.70338502098
1592,104044.29417021906
1593,122036.33916177238
1594,121667.19192971992
1595,126755.51967460319
1596,223569.67041964817
1597,175806.45436241812
1598,186534.7299656675
1599,227791.9233774032
1600,201393.31103364468
1601,83768.39433017596
1602,114280.84014466814
1603,97482.91325153418
1604,248630.00126262227
1605,262686.0960951036
1606,166540.5729546429
1607,189429.54439704015
1608,214636.57887528953
1609,201281.87812597954
1610,165562.4310567795
1611,157590.57440035418
1612,177016.74268443478
1613,181038.17340989385
1614,111980.58289141547
1615,82234.61461378177
1616,80126.43025761774
1617,89574.87039878369
1618,118914.09303478253
1619,136676.19856213147
1620,141020.09845840896
1621,145397.65438948548
1622,131377.23038927792
1623,282978.6147747596
1624,190742.3401594322
1625,142272.63566119893
1626,171137.47001518824
1627,180208.85147979975
1628,266279.8659349752
1629,179529.20885535414
1630,318053.11160575633
1631,258119.66223537634
1632,254999.4927070758
1633,170062.60151362946
1634,173565.60688746453
1635,176404.89459453835
1636,166003.33179960825
1637,174400.77567526142
1638,202574.88737187526
1639,176288.83434253113
1640,282466.97147875756
1641,186525.60409801797
1642,216553.5464647231
1643,242106.11075299256
1644,234973.37415067613
1645,170513.84612174192
1646,166832.22595836347
1647,171772.46654860443
1648,141786.32599863774
1649,137477.0101215492
1650,117975.5904788933
1651,121328.44765911972
1652,99437.37278687954
1653,105413.57270671305
1654,144450.34753279047
1655,145253.26871378542
1656,145435.5906382981
1657,144450.34753279047
1658,145435.5906382981
1659,134779.37829705025
1660,144525.837113137
1661,388781.3991257593
1662,406261.83823207393
1663,373493.6442861398
1664,465777.89287773933
1665,333121.10822234687
1666,292953.39771835314
1667,339747.036039267
1668,344213.72649067955
1669,314156.95305396063
1670,343269.56623402954
1671,248686.6648744765
1672,444838.75458973815
1673,304846.2834999718
1674,274455.6612107547
1675,174780.6876886177
1676,187074.88295012715
1677,204040.39510304757
1678,447721.600585019
1679,332873.18251483596
