Id,SalePrice
1461,117535.85714285714
1462,139896.80555555556
1463,171401.04778156997
1464,185176.8053691275
1465,214615.01860465115
1466,185176.8053691275
1467,167504.61963190185
1468,169322.15267175573
1469,186494.46597938144
1470,117497.57894736843
1471,188183.6811594203
1472,123570.95215311005
1473,117535.85714285714
1474,157111.46394984325
1475,130491.07142857143
1476,369379.8958333333
1477,263506.1394849785
1478,337053.52763819095
1479,263787.33090909093
1480,553022.8533333334
1481,280736.9197080292
1482,231527.50461538462
1483,167504.61963190185
1484,179353.99
1485,186494.46597938144
1486,214615.01860465115
1487,310032.44196428574
1488,257017.49438202247
1489,211868.6862745098
1490,186494.46597938144
1491,188183.6811594203
1492,117535.85714285714
1493,177228.5588235294
1494,279931.29411764705
1495,269122.88760806917
1496,230914.8
1497,188183.6811594203
1498,179353.99
1499,179353.99
1500,167504.61963190185
1501,169322.15267175573
1502,179353.99
1503,269561.20304568525
1504,240973.704
1505,234926.33458646617
1506,184430.90403071017
1507,245275.2888888889
1508,185176.8053691275
1509,157921.28012048194
1510,130179.91135734072
1511,129131.42068965518
1512,159521.35227272726
1513,157921.28012048194
1514,166179.92517006802
1515,211868.6862745098
1516,168548.60496183205
1517,143300.88656716418
1518,159521.35227272726
1519,224797.98319327732
1520,120473.1867816092
1521,123570.95215311005
1522,168938.52808988764
1523,120473.1867816092
1524,117497.57894736843
1525,114470.48178137651
1526,117535.85714285714
1527,120473.1867816092
1528,131581.40206185568
1529,126921.37823834197
1530,157111.46394984325
1531,163895.4
1532,120473.1867816092
1533,131581.40206185568
1534,135173.49717514124
1535,159521.35227272726
1536,123570.95215311005
1537,126921.37823834197
1538,179353.99
1539,236371.20247933886
1540,154956.63157894736
1541,157921.28012048194
1542,144149.797979798
1543,230434.3940397351
1544,114470.48178137651
1545,126921.37823834197
1546,143300.88656716418
1547,139896.80555555556
1548,131581.40206185568
1549,120473.1867816092
1550,157111.46394984325
1551,130179.91135734072
1552,165390.55555555556
1553,163895.4
1554,135173.49717514124
1555,177228.5588235294
1556,120473.1867816092
1557,126921.37823834197
1558,120236.07657657658
1559,154956.63157894736
1560,157921.28012048194
1561,166179.92517006802
1562,126921.37823834197
1563,115552.25333333333
1564,144149.797979798
1565,144149.797979798
1566,236371.20247933886
1567,115552.25333333333
1568,211868.6862745098
1569,166179.92517006802
1570,131581.40206185568
1571,154956.63157894736
1572,129131.42068965518
1573,257017.49438202247
1574,130179.91135734072
1575,214615.01860465115
1576,221394.248
1577,211868.6862745098
1578,163895.4
1579,143300.88656716418
1580,195900.0
1581,130491.07142857143
1582,120236.07657657658
1583,318848.27659574465
1584,253519.50862068965
1585,167504.61963190185
1586,115552.25333333333
1587,115472.52136752137
1588,123570.95215311005
1589,120473.1867816092
1590,130179.91135734072
1591,114470.48178137651
1592,139896.80555555556
1593,130491.07142857143
1594,157111.46394984325
1595,154956.63157894736
1596,243760.25438596492
1597,168938.52808988764
1598,193451.0819672131
1599,211868.6862745098
1600,224289.7076023392
1601,114470.48178137651
1602,130383.87677725118
1603,114470.48178137651
1604,257017.49438202247
1605,258788.00877192983
1606,144149.797979798
1607,217600.85483870967
1608,230914.8
1609,204368.40860215054
1610,160630.95327102803
1611,140244.46153846153
1612,184430.90403071017
1613,168548.60496183205
1614,120473.1867816092
1615,117497.57894736843
1616,117497.57894736843
1617,117497.57894736843
1618,120236.07657657658
1619,130179.91135734072
1620,168548.60496183205
1621,150152.0686567164
1622,130179.91135734072
1623,260147.67142857143
1624,185176.8053691275
1625,126921.37823834197
1626,167504.61963190185
1627,185176.8053691275
1628,269561.20304568525
1629,195900.0
1630,318329.2727272727
1631,240973.704
1632,240973.704
1633,184430.90403071017
1634,185176.8053691275
1635,184430.90403071017
1636,168548.60496183205
1637,165390.55555555556
1638,238859.16770186336
1639,171401.04778156997
1640,260147.67142857143
1641,171401.04778156997
1642,238859.16770186336
1643,251252.5294117647
1644,236431.77813504823
1645,177228.5588235294
1646,132418.31734317343
1647,146773.74598930482
1648,128663.52471482889
1649,120236.07657657658
1650,120236.07657657658
1651,128663.52471482889
1652,123570.95215311005
1653,123570.95215311005
1654,163895.4
1655,146773.74598930482
1656,157111.46394984325
1657,166179.92517006802
1658,157921.28012048194
1659,130491.07142857143
1660,136412.02727272728
1661,418547.64285714284
1662,367304.1111111111
1663,369618.2604166667
1664,509136.1313868613
1665,353926.6285714286
1666,257704.74468085106
1667,338128.6158536585
1668,354493.93617021275
1669,323751.1176470588
1670,363733.70175438595
1671,243683.5318627451
1672,553022.8533333334
1673,302444.28363636363
1674,257017.49438202247
1675,168938.52808988764
1676,168938.52808988764
1677,224289.7076023392
1678,503254.8
1679,368880.97142857144
1680,338797.5
1681,335503.8764044944
1682,260147.67142857143
1683,188183.6811594203
1684,186494.46597938144
1685,169322.15267175573
1686,185176.8053691275
1687,184430.90403071017
1688,195900.0
1689,195900.0
1690,188030.25
1691,184430.90403071017
1692,276694.37788018433
1693,179353.99
1694,184430.90403071017
1695,186494.46597938144
1696,264467.61651376146
1697,186494.46597938144
1698,335862.74025974027
1699,318848.27659574465
1700,253519.50862068965
1701,269693.4382022472
1702,257704.74468085106
1703,263787.33090909093
1704,263787.33090909093
1705,257017.49438202247
1706,489753.6698113208
1707,230914.8
1708,230188.46153846153
1709,361571.8783783784
1710,240973.704
1711,231119.44155844155
1712,260543.28729281767
1713,234926.33458646617
1714,224797.98319327732
1715,188183.6811594203
1716,214615.01860465115
1717,179353.99
1718,157921.28012048194
1719,216021.70464135022
1720,244661.10169491524
1721,185176.8053691275
1722,140244.46153846153
1723,143300.88656716418
1724,236371.20247933886
1725,253614.47047619047
1726,184430.90403071017
1727,168548.60496183205
1728,188183.6811594203
1729,157111.46394984325
1730,188030.25
1731,117497.57894736843
1732,120236.07657657658
1733,117497.57894736843
1734,120236.07657657658
1735,117497.57894736843
1736,114470.48178137651
1737,318848.27659574465
1738,216021.70464135022
1739,269693.4382022472
1740,236431.77813504823
1741,188030.25
1742,169322.15267175573
1743,184430.90403071017
1744,260543.28729281767
1745,223039.05681818182
1746,239646.57342657342
1747,239646.57342657342
1748,221394.248
1749,135173.49717514124
1750,130179.91135734072
1751,253519.50862068965
1752,115552.25333333333
1753,163895.4
1754,216021.70464135022
1755,146773.74598930482
1756,124991.27932960894
1757,114470.48178137651
1758,143298.93617021278
1759,166179.92517006802
1760,146773.74598930482
1761,143300.88656716418
1762,165390.55555555556
1763,167504.61963190185
1764,114470.48178137651
1765,167504.61963190185
1766,167504.61963190185
1767,209133.46031746033
1768,120473.1867816092
1769,168548.60496183205
1770,130179.91135734072
1771,123570.95215311005
1772,129131.42068965518
1773,130491.07142857143
1774,168938.52808988764
1775,120473.1867816092
1776,124991.27932960894
1777,114470.48178137651
1778,120473.1867816092
1779,126921.37823834197
1780,184430.90403071017
1781,123570.95215311005
1782,114470.48178137651
1783,130602.41379310345
1784,117497.57894736843
1785,120236.07657657658
1786,165390.55555555556
1787,171401.04778156997
1788,114470.48178137651
1789,120236.07657657658
1790,115552.25333333333
1791,168938.52808988764
1792,130602.41379310345
1793,130602.41379310345
1794,130491.07142857143
